oven_id,day,date,oven_age_years,days_since_service,temp_mean_c,temp_max_c,door_cycles,humidity_pct,fault_next_24h,repair_minutes,fault_code
O-01,46,2026-04-16,2.5,12,205.5,209.0,61,48.3,0,0,
O-02,46,2026-04-16,4.0,12,208.3,213.5,48,48.3,0,0,
O-03,46,2026-04-16,6.5,15,211.8,215.4,48,54.8,0,0,
O-04,46,2026-04-16,8.0,7,213.5,218.4,41,50.3,0,0,
O-05,46,2026-04-16,3.0,3,202.6,205.0,67,46.7,0,0,
O-06,46,2026-04-16,9.5,5,213.9,219.2,68,47.7,0,0,
O-07,46,2026-04-16,5.5,14,207.7,213.1,56,49.9,0,0,
O-08,46,2026-04-16,11.0,6,214.0,216.3,57,47.6,0,0,
O-01,47,2026-04-17,2.5,13,205.5,206.1,71,50.2,0,0,
O-02,47,2026-04-17,4.0,13,207.6,211.6,75,51.5,0,0,
O-03,47,2026-04-17,6.5,16,212.0,215.6,64,44.8,0,0,
O-04,47,2026-04-17,8.0,8,210.6,213.5,57,48.1,0,0,
O-05,47,2026-04-17,3.0,4,200.2,203.3,66,46.2,0,0,
O-06,47,2026-04-17,9.5,6,218.8,221.6,48,42.4,0,0,
O-07,47,2026-04-17,5.5,15,208.1,213.8,23,45.0,0,0,
O-08,47,2026-04-17,11.0,7,216.7,222.7,53,48.5,0,0,
O-01,48,2026-04-18,2.5,14,207.3,209.4,39,48.1,0,0,
O-02,48,2026-04-18,4.0,14,206.4,207.4,48,46.6,0,0,
O-03,48,2026-04-18,6.5,17,211.3,213.9,62,51.1,0,0,
O-04,48,2026-04-18,8.0,9,206.6,208.3,37,48.5,0,0,
O-05,48,2026-04-18,3.0,5,201.0,202.9,56,48.9,0,0,
O-06,48,2026-04-18,9.5,7,216.4,221.9,67,49.1,0,0,
O-07,48,2026-04-18,5.5,16,206.8,213.2,48,48.5,0,0,
O-08,48,2026-04-18,11.0,8,217.1,222.3,42,47.9,0,0,
O-01,49,2026-04-19,2.5,15,209.0,213.6,61,48.3,0,0,
O-02,49,2026-04-19,4.0,15,206.6,213.2,45,49.3,0,0,
O-03,49,2026-04-19,6.5,18,208.2,213.6,51,47.0,0,0,
O-04,49,2026-04-19,8.0,10,210.4,214.8,75,44.9,0,0,
O-05,49,2026-04-19,3.0,6,199.3,204.0,43,51.2,0,0,
O-06,49,2026-04-19,9.5,8,214.6,219.9,66,49.8,0,0,
O-07,49,2026-04-19,5.5,17,205.9,207.1,56,46.5,0,0,
O-08,49,2026-04-19,11.0,9,215.9,221.1,34,43.3,0,0,
O-01,50,2026-04-20,2.5,16,206.5,208.4,89,49.2,0,0,
O-02,50,2026-04-20,4.0,16,205.2,208.0,28,47.6,0,0,
O-03,50,2026-04-20,6.5,19,214.6,215.2,72,51.0,0,0,
O-04,50,2026-04-20,8.0,11,210.1,215.1,65,44.1,0,0,
O-05,50,2026-04-20,3.0,7,199.3,200.6,62,50.9,0,0,
O-06,50,2026-04-20,9.5,9,215.8,220.4,60,47.5,0,0,
O-07,50,2026-04-20,5.5,18,203.2,206.0,69,49.3,0,0,
O-08,50,2026-04-20,11.0,10,216.4,221.1,54,49.7,0,0,
O-01,51,2026-04-21,2.5,17,207.0,213.6,86,46.4,0,0,
O-02,51,2026-04-21,4.0,17,203.7,208.7,41,46.5,0,0,
O-03,51,2026-04-21,6.5,20,214.2,214.8,56,45.1,0,0,
O-04,51,2026-04-21,8.0,12,210.4,216.4,47,42.5,0,0,
O-05,51,2026-04-21,3.0,8,201.9,205.3,65,44.5,0,0,
O-06,51,2026-04-21,9.5,10,216.7,219.3,51,49.3,0,0,
O-07,51,2026-04-21,5.5,19,206.9,211.2,30,45.9,0,0,
O-08,51,2026-04-21,11.0,11,216.6,217.1,75,45.6,0,0,
O-01,52,2026-04-22,2.5,18,206.8,209.1,63,49.6,0,0,
O-02,52,2026-04-22,4.0,18,208.5,208.7,51,41.1,0,0,
O-03,52,2026-04-22,6.5,21,210.3,216.5,69,44.9,0,0,
O-04,52,2026-04-22,8.0,13,211.2,215.7,69,50.6,0,0,
O-05,52,2026-04-22,3.0,9,200.4,205.2,48,44.3,0,0,
O-06,52,2026-04-22,9.5,11,217.2,227.4,49,49.0,1,118,F-DOOR
O-07,52,2026-04-22,5.5,20,205.4,212.7,50,40.0,0,0,
O-08,52,2026-04-22,11.0,12,217.6,225.8,54,54.2,0,0,
O-01,53,2026-04-23,2.5,19,207.1,210.2,47,46.8,1,213,F-HEAT
O-02,53,2026-04-23,4.0,19,203.1,210.8,77,41.2,0,0,
O-03,53,2026-04-23,6.5,22,211.5,217.2,47,40.7,0,0,
O-04,53,2026-04-23,8.0,14,211.5,211.9,50,44.2,0,0,
O-05,53,2026-04-23,3.0,10,199.2,203.1,53,44.2,0,0,
O-06,53,2026-04-23,9.5,0,216.8,221.0,42,42.9,0,0,
O-07,53,2026-04-23,5.5,21,206.8,215.0,81,46.6,1,168,F-HEAT
O-08,53,2026-04-23,11.0,13,217.2,219.5,63,46.5,0,0,
O-01,54,2026-04-24,2.5,0,204.6,209.0,59,41.1,0,0,
O-02,54,2026-04-24,4.0,20,207.1,211.1,52,42.0,0,0,
O-03,54,2026-04-24,6.5,23,210.9,212.9,65,46.3,0,0,
O-04,54,2026-04-24,8.0,15,210.8,212.7,50,41.9,0,0,
O-05,54,2026-04-24,3.0,11,202.0,207.9,53,45.1,0,0,
O-06,54,2026-04-24,9.5,1,217.2,217.8,60,44.9,0,0,
O-07,54,2026-04-24,5.5,0,204.8,209.7,41,43.0,0,0,
O-08,54,2026-04-24,11.0,14,217.0,224.2,59,45.7,0,0,
O-01,55,2026-04-25,2.5,1,204.6,207.9,55,46.6,0,0,
O-02,55,2026-04-25,4.0,21,207.6,210.8,41,45.8,0,0,
O-03,55,2026-04-25,6.5,24,213.0,218.6,61,46.7,0,0,
O-04,55,2026-04-25,8.0,16,212.6,220.3,60,44.6,1,223,F-CTRL
O-05,55,2026-04-25,3.0,12,199.3,202.5,55,43.2,0,0,
O-06,55,2026-04-25,9.5,2,216.7,217.8,50,49.1,0,0,
O-07,55,2026-04-25,5.5,1,208.5,209.6,73,47.8,0,0,
O-08,55,2026-04-25,11.0,15,214.1,215.1,75,49.2,0,0,
O-01,56,2026-04-26,2.5,2,204.9,207.9,48,50.3,0,0,
O-02,56,2026-04-26,4.0,22,209.2,215.8,63,44.3,0,0,
O-03,56,2026-04-26,6.5,25,209.1,209.4,72,49.0,0,0,
O-04,56,2026-04-26,8.0,0,209.1,210.9,66,43.0,0,0,
O-05,56,2026-04-26,3.0,13,199.5,201.7,81,47.3,0,0,
O-06,56,2026-04-26,9.5,3,214.6,216.9,60,46.6,0,0,
O-07,56,2026-04-26,5.5,2,204.1,204.3,66,46.6,0,0,
O-08,56,2026-04-26,11.0,16,217.8,223.2,59,47.4,0,0,
O-01,57,2026-04-27,2.5,3,205.4,210.6,49,44.8,0,0,
O-02,57,2026-04-27,4.0,23,204.5,204.7,51,42.6,0,0,
O-03,57,2026-04-27,6.5,26,215.3,225.5,47,44.9,1,238,F-DOOR
O-04,57,2026-04-27,8.0,1,211.4,214.5,62,52.1,0,0,
O-05,57,2026-04-27,3.0,14,202.3,204.7,71,44.8,0,0,
O-06,57,2026-04-27,9.5,4,215.6,222.6,36,44.4,0,0,
O-07,57,2026-04-27,5.5,3,204.7,214.0,52,51.5,0,0,
O-08,57,2026-04-27,11.0,17,215.1,219.7,36,46.6,0,0,
O-01,58,2026-04-28,2.5,4,204.5,205.7,47,42.1,0,0,
O-02,58,2026-04-28,4.0,24,204.1,211.1,45,47.9,0,0,
O-03,58,2026-04-28,6.5,0,210.0,214.7,59,39.7,0,0,
O-04,58,2026-04-28,8.0,2,210.9,211.0,60,45.1,0,0,
O-05,58,2026-04-28,3.0,15,202.0,207.2,73,39.3,0,0,
O-06,58,2026-04-28,9.5,5,214.0,219.6,52,46.0,0,0,
O-07,58,2026-04-28,5.5,4,208.8,210.6,52,49.5,0,0,
O-08,58,2026-04-28,11.0,18,216.5,217.1,40,47.0,0,0,
O-01,59,2026-04-29,2.5,5,205.4,206.2,73,42.5,0,0,
O-02,59,2026-04-29,4.0,25,206.3,206.6,72,43.7,0,0,
O-03,59,2026-04-29,6.5,1,209.9,216.6,39,50.1,0,0,
O-04,59,2026-04-29,8.0,3,210.2,210.6,79,46.2,0,0,
O-05,59,2026-04-29,3.0,16,201.4,203.7,58,41.3,0,0,
O-06,59,2026-04-29,9.5,6,216.5,216.9,57,39.6,0,0,
O-07,59,2026-04-29,5.5,5,206.2,214.7,48,46.0,0,0,
O-08,59,2026-04-29,11.0,19,214.9,222.5,68,45.4,0,0,
O-01,60,2026-04-30,2.5,6,206.1,212.4,71,47.7,0,0,
O-02,60,2026-04-30,4.0,26,208.2,216.3,51,44.9,0,0,
O-03,60,2026-04-30,6.5,2,211.3,216.8,65,44.2,0,0,
O-04,60,2026-04-30,8.0,4,210.6,213.9,36,41.7,0,0,
O-05,60,2026-04-30,3.0,17,201.3,207.7,29,50.2,0,0,
O-06,60,2026-04-30,9.5,7,216.6,223.6,62,42.2,0,0,
O-07,60,2026-04-30,5.5,6,205.0,206.7,64,43.7,0,0,
O-08,60,2026-04-30,11.0,20,215.9,221.7,69,44.4,0,0,
O-01,61,2026-05-01,2.5,7,205.3,209.5,56,43.9,0,0,
O-02,61,2026-05-01,4.0,27,207.0,208.7,38,39.5,0,0,
O-03,61,2026-05-01,6.5,3,209.1,216.8,52,42.9,0,0,
O-04,61,2026-05-01,8.0,5,213.0,219.3,78,43.3,0,0,
O-05,61,2026-05-01,3.0,18,198.6,206.0,55,42.1,0,0,
O-06,61,2026-05-01,9.5,8,216.2,222.2,73,43.7,0,0,
O-07,61,2026-05-01,5.5,7,206.3,206.8,62,44.4,0,0,
O-08,61,2026-05-01,11.0,21,217.7,221.7,55,44.0,0,0,
O-01,62,2026-05-02,2.5,8,203.0,210.4,69,40.6,0,0,
O-02,62,2026-05-02,4.0,28,204.6,204.6,42,40.2,0,0,
O-03,62,2026-05-02,6.5,4,207.4,213.0,61,43.1,0,0,
O-04,62,2026-05-02,8.0,6,211.7,219.9,50,40.4,1,184,F-CTRL
O-05,62,2026-05-02,3.0,19,201.8,205.4,64,43.2,0,0,
O-06,62,2026-05-02,9.5,9,213.8,221.0,62,43.7,0,0,
O-07,62,2026-05-02,5.5,8,205.6,214.1,95,50.0,0,0,
O-08,62,2026-05-02,11.0,22,217.3,221.5,52,42.0,0,0,
O-01,63,2026-05-03,2.5,9,206.8,218.4,52,43.0,0,0,
O-02,63,2026-05-03,4.0,29,208.5,211.4,65,44.8,0,0,
O-03,63,2026-05-03,6.5,5,213.1,220.1,78,42.7,1,160,F-DOOR
O-04,63,2026-05-03,8.0,0,210.0,213.2,50,37.7,0,0,
O-05,63,2026-05-03,3.0,20,200.8,203.7,75,44.6,0,0,
O-06,63,2026-05-03,9.5,10,213.4,217.2,66,41.9,0,0,
O-07,63,2026-05-03,5.5,9,206.1,213.9,109,38.7,0,0,
O-08,63,2026-05-03,11.0,23,216.1,220.4,66,44.1,0,0,
O-01,64,2026-05-04,2.5,10,205.6,206.5,55,43.2,0,0,
O-02,64,2026-05-04,4.0,30,210.8,215.2,46,42.2,0,0,
O-03,64,2026-05-04,6.5,0,211.0,217.0,81,45.9,0,0,
O-04,64,2026-05-04,8.0,1,208.3,214.8,29,40.2,0,0,
O-05,64,2026-05-04,3.0,21,202.1,210.8,67,41.9,0,0,
O-06,64,2026-05-04,9.5,11,217.1,221.8,71,40.6,0,0,
O-07,64,2026-05-04,5.5,10,207.0,213.6,76,37.5,0,0,
O-08,64,2026-05-04,11.0,24,217.9,220.2,55,44.6,0,0,
O-01,65,2026-05-05,2.5,11,206.1,210.2,58,45.9,0,0,
O-02,65,2026-05-05,4.0,31,209.8,214.8,64,41.0,1,48,F-CTRL
O-03,65,2026-05-05,6.5,1,211.1,211.9,62,40.7,0,0,
O-04,65,2026-05-05,8.0,2,209.8,214.8,66,40.3,0,0,
O-05,65,2026-05-05,3.0,22,202.5,206.5,48,44.2,0,0,
O-06,65,2026-05-05,9.5,12,214.6,222.4,52,37.2,0,0,
O-07,65,2026-05-05,5.5,11,205.2,211.4,55,42.2,0,0,
O-08,65,2026-05-05,11.0,25,215.2,217.7,53,38.1,0,0,
O-01,66,2026-05-06,2.5,12,206.5,209.5,47,41.6,0,0,
O-02,66,2026-05-06,4.0,0,204.5,211.0,68,43.9,0,0,
O-03,66,2026-05-06,6.5,2,210.2,211.7,57,42.1,0,0,
O-04,66,2026-05-06,8.0,3,209.7,210.0,62,41.7,0,0,
O-05,66,2026-05-06,3.0,23,204.4,211.0,55,42.8,0,0,
O-06,66,2026-05-06,9.5,13,215.6,216.2,46,38.4,0,0,
O-07,66,2026-05-06,5.5,12,208.0,215.8,41,43.0,0,0,
O-08,66,2026-05-06,11.0,26,215.8,220.1,65,41.2,0,0,
O-01,67,2026-05-07,2.5,13,207.2,214.3,33,39.2,0,0,
O-02,67,2026-05-07,4.0,1,205.0,211.1,42,37.7,0,0,
O-03,67,2026-05-07,6.5,3,211.7,220.5,66,41.2,0,0,
O-04,67,2026-05-07,8.0,4,211.7,218.8,84,43.0,0,0,
O-05,67,2026-05-07,3.0,24,201.0,206.9,47,44.9,0,0,
O-06,67,2026-05-07,9.5,14,218.8,221.9,44,43.0,0,0,
O-07,67,2026-05-07,5.5,13,203.8,208.7,66,43.0,0,0,
O-08,67,2026-05-07,11.0,27,217.9,219.2,47,50.8,0,0,
O-01,68,2026-05-08,2.5,14,207.4,208.8,54,42.8,0,0,
O-02,68,2026-05-08,4.0,2,204.8,205.6,65,42.3,0,0,
O-03,68,2026-05-08,6.5,4,207.9,211.4,53,41.7,0,0,
O-04,68,2026-05-08,8.0,5,211.6,219.7,66,39.1,0,0,
O-05,68,2026-05-08,3.0,25,202.2,203.4,46,38.4,0,0,
O-06,68,2026-05-08,9.5,15,214.3,217.2,51,40.2,0,0,
O-07,68,2026-05-08,5.5,14,206.7,213.1,52,39.2,0,0,
O-08,68,2026-05-08,11.0,28,222.6,233.7,79,40.9,1,121,F-CTRL
O-01,69,2026-05-09,2.5,15,207.9,212.9,75,38.9,1,239,F-DOOR
O-02,69,2026-05-09,4.0,3,204.7,207.0,63,43.9,0,0,
O-03,69,2026-05-09,6.5,5,206.6,212.5,40,43.4,0,0,
O-04,69,2026-05-09,8.0,6,210.3,214.9,57,38.0,0,0,
O-05,69,2026-05-09,3.0,26,201.8,205.7,36,36.2,0,0,
O-06,69,2026-05-09,9.5,16,215.0,217.7,67,43.0,0,0,
O-07,69,2026-05-09,5.5,15,204.0,206.8,59,37.3,0,0,
O-08,69,2026-05-09,11.0,0,214.5,217.9,54,34.4,0,0,
O-01,70,2026-05-10,2.5,0,206.0,211.4,61,42.8,0,0,
O-02,70,2026-05-10,4.0,4,204.6,206.9,36,40.0,0,0,
O-03,70,2026-05-10,6.5,6,209.7,212.1,65,42.2,0,0,
O-04,70,2026-05-10,8.0,7,211.5,216.9,66,40.1,1,46,F-DOOR
O-05,70,2026-05-10,3.0,27,202.1,205.3,65,36.6,0,0,
O-06,70,2026-05-10,9.5,17,220.1,232.1,54,42.1,1,216,F-DOOR
O-07,70,2026-05-10,5.5,16,204.3,208.9,57,40.3,0,0,
O-08,70,2026-05-10,11.0,1,217.0,219.5,43,39.2,0,0,
O-01,71,2026-05-11,2.5,1,205.8,210.3,66,35.6,0,0,
O-02,71,2026-05-11,4.0,5,204.5,209.3,43,40.2,0,0,
O-03,71,2026-05-11,6.5,7,210.9,221.9,52,39.8,0,0,
O-04,71,2026-05-11,8.0,0,212.0,215.8,83,46.1,1,73,F-DOOR
O-05,71,2026-05-11,3.0,28,203.1,213.5,61,43.6,1,229,F-CTRL
O-06,71,2026-05-11,9.5,0,217.3,222.3,73,48.3,0,0,
O-07,71,2026-05-11,5.5,17,205.2,205.3,38,39.6,0,0,
O-08,71,2026-05-11,11.0,2,216.3,219.6,35,42.8,0,0,
O-01,72,2026-05-12,2.5,2,204.9,210.2,46,40.3,0,0,
O-02,72,2026-05-12,4.0,6,205.9,208.8,64,42.0,0,0,
O-03,72,2026-05-12,6.5,8,207.9,210.6,35,37.7,0,0,
O-04,72,2026-05-12,8.0,0,207.0,208.5,53,39.1,0,0,
O-05,72,2026-05-12,3.0,0,198.6,206.7,62,42.7,0,0,
O-06,72,2026-05-12,9.5,1,213.5,215.8,53,37.9,0,0,
O-07,72,2026-05-12,5.5,18,208.5,209.7,55,40.1,0,0,
O-08,72,2026-05-12,11.0,3,219.0,227.3,36,39.6,0,0,
O-01,73,2026-05-13,2.5,3,205.3,210.2,61,40.8,0,0,
O-02,73,2026-05-13,4.0,7,206.0,212.9,61,37.6,0,0,
O-03,73,2026-05-13,6.5,9,211.4,216.5,55,37.5,0,0,
O-04,73,2026-05-13,8.0,1,209.3,212.8,76,41.0,0,0,
O-05,73,2026-05-13,3.0,1,202.1,202.9,49,39.7,0,0,
O-06,73,2026-05-13,9.5,2,213.3,217.6,64,40.8,0,0,
O-07,73,2026-05-13,5.5,19,206.5,214.0,42,44.6,0,0,
O-08,73,2026-05-13,11.0,4,213.2,217.5,59,40.4,0,0,
O-01,74,2026-05-14,2.5,4,200.4,201.4,57,38.3,0,0,
O-02,74,2026-05-14,4.0,8,208.3,213.3,47,41.3,0,0,
O-03,74,2026-05-14,6.5,10,210.1,213.1,54,39.7,0,0,
O-04,74,2026-05-14,8.0,2,207.4,211.1,74,43.2,0,0,
O-05,74,2026-05-14,3.0,2,201.2,204.3,40,42.9,0,0,
O-06,74,2026-05-14,9.5,3,214.8,215.1,60,38.7,0,0,
O-07,74,2026-05-14,5.5,20,206.4,210.7,48,37.4,0,0,
O-08,74,2026-05-14,11.0,5,218.3,218.6,85,43.8,0,0,
O-01,75,2026-05-15,2.5,5,207.2,207.6,67,41.4,0,0,
O-02,75,2026-05-15,4.0,9,207.1,207.2,68,45.7,0,0,
O-03,75,2026-05-15,6.5,11,211.3,219.7,63,38.7,0,0,
O-04,75,2026-05-15,8.0,3,210.8,215.5,53,38.0,0,0,
O-05,75,2026-05-15,3.0,3,198.2,205.4,56,39.2,0,0,
O-06,75,2026-05-15,9.5,4,214.3,217.3,52,42.3,0,0,
O-07,75,2026-05-15,5.5,21,204.4,207.5,55,42.4,0,0,
O-08,75,2026-05-15,11.0,6,214.0,216.3,46,41.9,0,0,
O-01,76,2026-05-16,2.5,6,206.3,211.1,49,42.4,0,0,
O-02,76,2026-05-16,4.0,10,206.0,213.0,53,39.9,0,0,
O-03,76,2026-05-16,6.5,12,212.2,216.3,73,38.0,0,0,
O-04,76,2026-05-16,8.0,4,210.9,215.8,45,37.8,0,0,
O-05,76,2026-05-16,3.0,4,198.9,203.0,50,39.0,0,0,
O-06,76,2026-05-16,9.5,5,215.4,217.4,48,41.9,0,0,
O-07,76,2026-05-16,5.5,22,203.7,207.2,68,35.2,0,0,
O-08,76,2026-05-16,11.0,7,216.4,220.9,39,39.9,0,0,
O-01,77,2026-05-17,2.5,7,204.2,204.4,40,42.9,0,0,
O-02,77,2026-05-17,4.0,11,205.3,207.2,36,34.4,0,0,
O-03,77,2026-05-17,6.5,13,214.8,226.6,59,38.4,1,212,F-CTRL
O-04,77,2026-05-17,8.0,5,211.0,216.9,70,35.9,0,0,
O-05,77,2026-05-17,3.0,5,200.2,207.5,69,33.6,1,114,F-CTRL
O-06,77,2026-05-17,9.5,6,217.9,222.0,63,38.4,0,0,
O-07,77,2026-05-17,5.5,23,205.1,209.7,31,36.8,0,0,
O-08,77,2026-05-17,11.0,8,215.3,221.4,59,34.7,0,0,
O-01,78,2026-05-18,2.5,8,206.4,214.0,58,35.8,0,0,
O-02,78,2026-05-18,4.0,12,206.7,209.5,48,37.1,0,0,
O-03,78,2026-05-18,6.5,0,209.5,214.8,52,41.8,0,0,
O-04,78,2026-05-18,8.0,6,211.1,211.9,42,42.8,0,0,
O-05,78,2026-05-18,3.0,0,201.0,207.2,45,35.5,0,0,
O-06,78,2026-05-18,9.5,7,214.2,218.1,49,38.0,0,0,
O-07,78,2026-05-18,5.5,24,207.5,207.7,70,37.8,0,0,
O-08,78,2026-05-18,11.0,9,215.7,217.8,52,40.8,0,0,
O-01,79,2026-05-19,2.5,9,205.4,211.1,69,41.7,0,0,
O-02,79,2026-05-19,4.0,13,204.4,208.3,72,38.9,0,0,
O-03,79,2026-05-19,6.5,1,211.4,219.3,62,42.4,0,0,
O-04,79,2026-05-19,8.0,7,211.6,213.2,56,39.7,0,0,
O-05,79,2026-05-19,3.0,1,202.0,204.3,82,39.2,0,0,
O-06,79,2026-05-19,9.5,8,212.8,216.6,63,41.7,0,0,
O-07,79,2026-05-19,5.5,25,209.6,212.7,31,36.7,0,0,
O-08,79,2026-05-19,11.0,10,214.5,217.3,78,40.8,0,0,
O-01,80,2026-05-20,2.5,10,205.3,209.9,49,38.3,0,0,
O-02,80,2026-05-20,4.0,14,204.4,212.4,44,37.9,0,0,
O-03,80,2026-05-20,6.5,2,211.4,214.2,68,42.8,0,0,
O-04,80,2026-05-20,8.0,8,211.5,212.3,43,35.2,0,0,
O-05,80,2026-05-20,3.0,2,200.8,204.7,53,36.3,0,0,
O-06,80,2026-05-20,9.5,9,217.4,220.9,59,40.6,0,0,
O-07,80,2026-05-20,5.5,26,213.7,228.1,47,41.0,1,120,F-CTRL
O-08,80,2026-05-20,11.0,11,213.8,217.1,67,37.5,0,0,
O-01,81,2026-05-21,2.5,11,206.8,209.3,61,44.1,0,0,
O-02,81,2026-05-21,4.0,15,209.9,217.5,68,35.0,1,186,F-HEAT
O-03,81,2026-05-21,6.5,3,210.7,221.9,68,39.8,0,0,
O-04,81,2026-05-21,8.0,9,213.5,228.1,73,37.8,1,188,F-CTRL
O-05,81,2026-05-21,3.0,3,200.9,208.1,52,37.6,0,0,
O-06,81,2026-05-21,9.5,10,216.2,219.7,50,37.6,0,0,
O-07,81,2026-05-21,5.5,0,203.8,209.0,66,37.0,0,0,
O-08,81,2026-05-21,11.0,12,212.9,215.8,25,31.0,0,0,
O-01,82,2026-05-22,2.5,12,206.1,206.7,35,44.5,0,0,
O-02,82,2026-05-22,4.0,0,206.1,207.8,75,42.6,0,0,
O-03,82,2026-05-22,6.5,4,210.7,214.4,46,36.0,0,0,
O-04,82,2026-05-22,8.0,0,209.8,213.0,56,43.4,0,0,
O-05,82,2026-05-22,3.0,4,202.3,206.2,60,42.2,0,0,
O-06,82,2026-05-22,9.5,11,215.4,225.6,61,41.1,0,0,
O-07,82,2026-05-22,5.5,1,206.7,214.6,41,40.7,0,0,
O-08,82,2026-05-22,11.0,13,216.7,218.7,73,39.6,0,0,
O-01,83,2026-05-23,2.5,13,208.1,210.7,59,38.9,0,0,
O-02,83,2026-05-23,4.0,1,204.3,207.1,43,39.8,0,0,
O-03,83,2026-05-23,6.5,5,213.0,215.9,41,33.9,0,0,
O-04,83,2026-05-23,8.0,1,210.0,215.5,55,33.0,0,0,
O-05,83,2026-05-23,3.0,5,200.1,200.7,55,33.9,0,0,
O-06,83,2026-05-23,9.5,12,217.4,218.1,55,36.5,0,0,
O-07,83,2026-05-23,5.5,2,203.3,207.4,57,44.6,0,0,
O-08,83,2026-05-23,11.0,14,214.3,218.3,58,38.1,0,0,
O-01,84,2026-05-24,2.5,14,205.9,211.0,66,36.5,0,0,
O-02,84,2026-05-24,4.0,2,206.3,209.1,59,41.5,0,0,
O-03,84,2026-05-24,6.5,6,208.7,210.9,78,35.3,0,0,
O-04,84,2026-05-24,8.0,2,208.5,210.1,74,37.2,0,0,
O-05,84,2026-05-24,3.0,6,199.6,203.9,57,39.6,0,0,
O-06,84,2026-05-24,9.5,13,214.5,214.7,57,34.6,0,0,
O-07,84,2026-05-24,5.5,3,206.4,208.2,50,43.7,0,0,
O-08,84,2026-05-24,11.0,15,216.1,218.4,67,34.8,0,0,
O-01,85,2026-05-25,2.5,15,207.2,211.5,50,39.6,0,0,
O-02,85,2026-05-25,4.0,3,203.9,210.5,51,39.7,0,0,
O-03,85,2026-05-25,6.5,7,212.0,215.2,59,41.3,0,0,
O-04,85,2026-05-25,8.0,3,213.5,219.7,65,39.4,0,0,
O-05,85,2026-05-25,3.0,7,201.3,208.6,65,35.8,0,0,
O-06,85,2026-05-25,9.5,14,214.2,218.7,65,36.6,0,0,
O-07,85,2026-05-25,5.5,4,206.0,213.1,35,34.5,0,0,
O-08,85,2026-05-25,11.0,16,217.0,221.6,68,41.2,0,0,
O-01,86,2026-05-26,2.5,16,207.0,207.7,63,34.5,0,0,
O-02,86,2026-05-26,4.0,4,205.0,207.3,83,35.5,0,0,
O-03,86,2026-05-26,6.5,8,213.8,215.7,44,32.3,0,0,
O-04,86,2026-05-26,8.0,4,209.8,215.2,31,42.6,0,0,
O-05,86,2026-05-26,3.0,8,197.3,200.6,62,35.3,0,0,
O-06,86,2026-05-26,9.5,15,222.2,234.2,25,39.4,1,102,F-DOOR
O-07,86,2026-05-26,5.5,5,210.8,220.5,59,36.6,1,45,F-HEAT
O-08,86,2026-05-26,11.0,17,216.9,218.8,31,42.9,0,0,
O-01,87,2026-05-27,2.5,17,207.0,211.1,56,39.3,0,0,
O-02,87,2026-05-27,4.0,5,206.5,210.9,61,34.6,0,0,
O-03,87,2026-05-27,6.5,9,210.7,212.8,51,33.8,0,0,
O-04,87,2026-05-27,8.0,5,214.0,224.5,51,43.9,1,124,F-HEAT
O-05,87,2026-05-27,3.0,9,203.6,217.2,76,43.5,1,86,F-CTRL
O-06,87,2026-05-27,9.5,0,216.5,219.6,63,38.3,0,0,
O-07,87,2026-05-27,5.5,0,206.7,213.6,38,40.1,1,100,F-CTRL
O-08,87,2026-05-27,11.0,18,214.2,217.0,57,40.4,0,0,
O-01,88,2026-05-28,2.5,18,206.5,214.1,47,40.1,0,0,
O-02,88,2026-05-28,4.0,6,205.0,210.1,56,43.8,0,0,
O-03,88,2026-05-28,6.5,10,211.8,217.4,64,39.5,0,0,
O-04,88,2026-05-28,8.0,0,210.9,214.4,55,41.8,0,0,
O-05,88,2026-05-28,3.0,0,197.6,200.6,44,36.6,0,0,
O-06,88,2026-05-28,9.5,1,216.9,222.7,38,41.9,1,109,F-CTRL
O-07,88,2026-05-28,5.5,0,204.5,206.1,46,34.4,0,0,
O-08,88,2026-05-28,11.0,19,219.0,230.5,63,37.7,1,67,F-HEAT
O-01,89,2026-05-29,2.5,19,203.0,208.2,67,36.3,0,0,
O-02,89,2026-05-29,4.0,7,208.0,212.7,38,37.1,0,0,
O-03,89,2026-05-29,6.5,11,210.9,216.6,35,39.2,0,0,
O-04,89,2026-05-29,8.0,1,210.4,216.3,67,43.3,0,0,
O-05,89,2026-05-29,3.0,1,199.4,202.3,56,38.4,0,0,
O-06,89,2026-05-29,9.5,0,217.0,217.2,58,41.7,0,0,
O-07,89,2026-05-29,5.5,1,201.9,208.4,62,43.7,0,0,
O-08,89,2026-05-29,11.0,0,216.0,227.4,59,41.9,0,0,
O-01,90,2026-05-30,2.5,20,206.5,208.1,76,37.0,0,0,
O-02,90,2026-05-30,4.0,8,206.5,210.0,50,35.1,0,0,
O-03,90,2026-05-30,6.5,12,211.8,215.1,69,36.9,0,0,
O-04,90,2026-05-30,8.0,2,207.7,213.7,42,34.9,0,0,
O-05,90,2026-05-30,3.0,2,200.8,206.1,49,41.0,0,0,
O-06,90,2026-05-30,9.5,1,215.0,220.6,84,41.9,0,0,
O-07,90,2026-05-30,5.5,2,203.3,204.6,76,41.9,0,0,
O-08,90,2026-05-30,11.0,1,214.8,218.2,68,40.6,0,0,
O-01,91,2026-05-31,2.5,21,206.0,210.1,50,42.2,0,0,
O-02,91,2026-05-31,4.0,9,207.8,209.9,84,41.3,0,0,
